"","x"
"2496",3
"2497",19
"2498",25
"2499",3
"2500",25
"2501",25
"2502",25
"2503",25
"2504",23
"2505",3
"2506",2
"2507",25
"2508",6
"2509",3
"2510",2
"2511",25
"2512",25
"2513",21
"2514",20
"2515",25
"2516",25
"2517",25
"2518",24
"2519",3
"2520",3
"2521",19
"2522",25
"2523",25
"2524",24
"2525",10
"2526",20
"2527",19
"2528",15
"2529",24
"2530",19
"2531",25
"2532",2
"2533",20
"2534",2
"2535",19
"2536",25
"2537",12
"2538",19
"2539",1
"2540",1
"2541",25
"2542",25
"2543",25
"2544",25
"2545",25
"2546",25
"2547",17
"2548",19
"2549",21
"2550",25
"2551",25
"2552",4
"2553",25
"2554",24
"2555",2
"2556",2
"2557",4
"2558",13
"2559",21
"2560",3
"2561",25
"2562",20
"2563",25
"2564",2
"2565",1
"2566",3
"2567",1
"2568",25
"2569",20
"2570",9
"2571",19
"2572",2
"2573",21
"2574",25
"2575",2
"2576",1
"2577",3
"2578",19
"2579",19
"2580",15
"2581",25
"2582",25
"2583",3
"2584",3
"2585",5
"2586",25
"2587",11
"2588",25
"2589",20
"2590",5
"2591",2
"2592",25
"2593",25
"2594",2
"2595",4
"2596",16
"2597",25
"2598",25
"2599",25
"2600",25
"2601",16
"2602",3
"2603",25
"2604",18
"2605",20
"2606",25
"2607",25
"2608",1
"2609",24
"2610",25
"2611",19
"2612",25
"2613",16
"2614",24
"2615",24
"2616",17
"2617",1
"2618",20
"2619",2
"2620",25
"2621",2
"2622",25
"2623",2
"2624",18
"2625",2
"2626",25
"2627",21
"2628",3
"2629",10
"2630",15
"2631",4
"2632",16
"2633",4
"2634",25
"2635",2
"2636",25
"2637",21
"2638",7
"2639",2
"2640",5
"2641",18
"2642",24
"2643",3
"2644",20
"2645",25
"2646",23
"2647",25
"2648",2
"2649",25
"2650",6
"2651",25
"2652",15
"2653",21
"2654",2
"2655",14
"2656",2
"2657",3
"2658",25
"2659",25
"2660",16
"2661",24
"2662",19
"2663",21
"2664",25
"2665",2
"2666",2
"2667",2
"2668",20
"2669",2
"2670",25
"2671",25
"2672",1
"2673",25
"2674",3
"2675",25
"2676",2
"2677",19
"2678",25
"2679",25
"2680",1
"2681",21
"2682",25
"2683",22
"2684",2
"2685",25
"2686",2
"2687",3
"2688",23
"2689",13
"2690",2
"2691",15
"2692",3
"2693",16
"2694",25
"2695",25
"2696",2
"2697",1
"2698",3
"2699",12
"2700",25
"2701",25
"2702",25
"2703",25
"2704",2
"2705",1
"2706",21
"2707",1
"2708",25
"2709",1
"2710",24
"2711",12
"2712",2
"2713",25
"2714",25
"2715",25
"2716",1
"2717",20
"2718",2
"2719",25
"2720",25
"2721",19
"2722",20
"2723",20
"2724",11
"2725",15
"2726",25
"2727",25
"2728",3
"2729",24
"2730",20
"2731",19
"2732",25
"2733",25
"2734",1
"2735",25
"2736",15
"2737",25
"2738",3
"2739",2
"2740",20
"2741",24
"2742",2
"2743",19
"2744",13
"2745",25
"2746",24
"2747",4
"2748",2
"2749",3
"2750",2
"2751",25
"2752",3
"2753",3
"2754",3
"2755",2
"2756",25
"2757",25
"2758",17
"2759",2
"2760",25
"2761",15
"2762",25
"2763",2
"2764",21
"2765",2
"2766",19
"2767",25
"2768",25
"2769",20
"2770",21
"2771",3
"2772",25
"2773",3
"2774",25
"2775",2
"2776",15
"2777",20
"2778",24
"2779",25
"2780",4
"2781",4
"2782",19
"2783",19
"2784",24
"2785",15
"2786",25
"2787",25
"2788",24
"2789",25
"2790",1
"2791",2
"2792",25
"2793",2
"2794",15
"2795",14
"2796",25
"2797",25
"2798",3
"2799",22
"2800",3
"2801",25
"2802",25
"2803",25
"2804",24
"2805",25
"2806",2
"2807",19
"2808",25
"2809",20
"2810",19
"2811",19
"2812",25
"2813",15
"2814",20
"2815",2
"2816",25
"2817",3
"2818",1
"2819",25
"2820",25
"2821",25
"2822",3
"2823",24
"2824",21
"2825",24
"2826",11
"2827",25
"2828",25
"2829",17
"2830",22
"2831",25
"2832",25
"2833",25
"2834",15
"2835",25
"2836",24
"2837",2
"2838",19
"2839",4
"2840",25
"2841",3
"2842",3
"2843",2
"2844",21
"2845",25
"2846",2
"2847",1
"2848",20
"2849",15
"2850",18
"2851",25
"2852",25
"2853",25
"2854",25
"2855",19
"2856",19
"2857",21
"2858",25
"2859",3
"2860",5
"2861",2
"2862",25
"2863",25
"2864",25
"2865",24
"2866",25
"2867",25
"2868",25
"2869",24
"2870",18
"2871",19
"2872",14
"2873",25
"2874",24
"2875",3
"2876",2
"2877",2
"2878",3
"2879",25
"2880",25
"2881",1
"2882",25
"2883",3
"2884",2
"2885",24
"2886",25
"2887",25
"2888",25
"2889",25
"2890",2
"2891",12
"2892",25
"2893",3
"2894",25
"2895",24
"2896",3
"2897",20
"2898",3
"2899",2
"2900",2
"2901",25
"2902",25
"2903",19
"2904",1
"2905",25
"2906",2
"2907",20
"2908",17
"2909",2
"2910",2
"2911",2
"2912",3
"2913",2
"2914",24
"2915",25
"2916",2
"2917",22
"2918",12
"2919",21
"2920",24
"2921",19
"2922",25
"2923",23
"2924",15
"2925",19
"2926",24
"2927",25
"2928",25
"2929",25
"2930",25
"2931",14
"2932",25
"2933",1
"2934",3
"2935",2
"2936",19
"2937",19
"2938",2
"2939",25
"2940",25
"2941",24
"2942",25
"2943",25
"2944",25
"2945",25
"2946",4
"2947",2
"2948",25
"2949",25
"2950",2
"2951",21
"2952",25
"2953",25
"2954",25
"2955",25
"2956",20
"2957",3
"2958",2
"2959",25
"2960",22
"2961",25
"2962",25
"2963",1
"2964",13
"2965",2
"2966",1
"2967",2
"2968",25
"2969",20
"2970",1
"2971",25
"2972",25
"2973",22
"2974",2
"2975",21
"2976",25
"2977",2
"2978",25
"2979",25
"2980",25
"2981",24
"2982",9
"2983",18
"2984",3
"2985",2
"2986",19
"2987",1
"2988",3
"2989",20
"2990",25
"2991",2
"2992",25
"2993",3
"2994",5
"2995",18
"2996",25
"2997",3
"2998",25
"2999",2
"3000",2
"3001",11
"3002",19
"3003",19
"3004",24
"3005",20
"3006",2
"3007",25
"3008",10
"3009",7
"3010",23
"3011",4
"3012",17
"3013",15
"3014",14
"3015",25
"3016",24
"3017",24
"3018",2
"3019",3
"3020",3
"3021",20
"3022",18
"3023",25
"3024",2
"3025",20
"3026",1
"3027",20
"3028",25
"3029",25
"3030",18
"3031",17
"3032",15
"3033",24
"3034",19
"3035",2
"3036",25
"3037",1
"3038",25
"3039",25
"3040",1
"3041",24
"3042",25
"3043",17
"3044",1
"3045",21
"3046",25
"3047",1
"3048",25
"3049",25
"3050",25
"3051",1
"3052",5
"3053",16
"3054",25
"3055",25
"3056",25
"3057",3
"3058",3
"3059",4
"3060",25
"3061",25
"3062",1
"3063",24
"3064",15
"3065",18
"3066",13
"3067",19
"3068",21
"3069",3
"3070",9
"3071",2
"3072",24
"3073",2
"3074",2
"3075",2
"3076",24
"3077",25
"3078",10
"3079",3
"3080",3
"3081",15
"3082",17
"3083",17
"3084",15
"3085",2
"3086",12
"3087",25
"3088",3
"3089",3
"3090",4
"3091",3
"3092",24
"3093",24
"3094",23
"3095",25
"3096",3
"3097",3
"3098",3
"3099",9
"3100",25
"3101",25
"3102",3
"3103",25
"3104",19
"3105",20
"3106",4
"3107",24
"3108",24
"3109",3
"3110",24
"3111",24
"3112",19
"3113",25
"3114",25
"3115",25
"3116",24
"3117",25
"3118",18
"3119",21
"3120",25
"3121",3
"3122",25
"3123",25
"3124",25
"3125",6
"3126",25
"3127",3
"3128",5
"3129",25
"3130",3
"3131",24
"3132",24
"3133",25
"3134",25
"3135",25
"3136",24
"3137",3
"3138",4
"3139",21
"3140",17
"3141",3
"3142",17
"3143",25
"3144",23
"3145",21
"3146",3
"3147",25
"3148",25
"3149",25
"3150",25
"3151",25
"3152",25
"3153",4
"3154",2
"3155",25
"3156",25
"3157",25
"3158",25
"3159",21
"3160",24
"3161",1
"3162",2
"3163",17
"3164",25
"3165",24
"3166",6
"3167",2
"3168",15
"3169",3
"3170",3
"3171",20
"3172",25
"3173",20
"3174",3
"3175",15
"3176",25
"3177",22
"3178",19
"3179",20
"3180",25
"3181",3
"3182",2
"3183",24
"3184",2
"3185",25
"3186",21
"3187",25
"3188",24
"3189",24
"3190",2
"3191",14
"3192",25
"3193",19
"3194",25
"3195",2
"3196",25
"3197",20
"3198",25
"3199",1
"3200",25
"3201",25
"3202",20
"3203",20
"3204",24
"3205",25
"3206",25
"3207",14
"3208",3
"3209",25
"3210",25
"3211",2
"3212",3
"3213",3
"3214",25
"3215",25
"3216",3
"3217",17
"3218",25
"3219",21
"3220",21
"3221",15
"3222",19
"3223",21
"3224",19
"3225",25
"3226",25
"3227",25
"3228",3
"3229",25
"3230",3
"3231",19
"3232",12
"3233",25
"3234",24
"3235",25
"3236",24
"3237",3
"3238",25
"3239",25
"3240",25
"3241",25
"3242",1
"3243",2
"3244",24
"3245",25
"3246",25
"3247",25
"3248",21
"3249",19
"3250",25
"3251",25
"3252",3
"3253",25
"3254",4
"3255",25
"3256",18
"3257",24
"3258",25
"3259",25
"3260",3
"3261",14
"3262",18
"3263",25
"3264",4
"3265",2
"3266",23
"3267",25
"3268",23
"3269",25
"3270",25
"3271",1
"3272",25
"3273",19
"3274",25
"3275",1
"3276",19
"3277",19
"3278",20
"3279",25
"3280",25
"3281",24
"3282",24
"3283",24
"3284",17
"3285",3
"3286",2
"3287",25
"3288",25
"3289",25
"3290",25
"3291",25
"3292",25
"3293",25
"3294",25
"3295",25
"3296",15
"3297",3
"3298",3
"3299",19
"3300",24
"3301",25
"3302",2
"3303",25
"3304",2
"3305",25
"3306",2
"3307",25
"3308",2
"3309",2
"3310",23
"3311",3
"3312",18
"3313",25
"3314",15
"3315",25
"3316",19
"3317",1
"3318",20
"3319",3
"3320",3
"3321",25
"3322",3
"3323",2
"3324",6
"3325",3
"3326",18
"3327",25
"3328",3
"3329",25
"3330",23
"3331",25
"3332",25
"3333",25
"3334",19
"3335",2
"3336",2
"3337",2
"3338",15
"3339",25
"3340",19
"3341",25
"3342",20
"3343",19
"3344",25
"3345",25
"3346",25
"3347",24
"3348",11
"3349",17
"3350",3
"3351",19
"3352",2
"3353",15
"3354",25
"3355",3
"3356",2
"3357",24
"3358",19
"3359",25
"3360",20
"3361",25
"3362",25
"3363",25
"3364",25
"3365",21
"3366",3
"3367",25
"3368",2
"3369",19
"3370",19
"3371",25
"3372",25
"3373",14
"3374",12
"3375",12
"3376",19
"3377",10
"3378",5
"3379",21
"3380",25
"3381",3
"3382",19
"3383",25
"3384",25
"3385",17
"3386",25
"3387",3
"3388",24
"3389",18
"3390",24
"3391",25
"3392",25
"3393",3
"3394",2
"3395",17
"3396",15
"3397",17
"3398",15
"3399",21
"3400",25
"3401",2
"3402",2
"3403",16
"3404",23
"3405",12
"3406",11
"3407",4
"3408",2
"3409",17
"3410",10
"3411",25
"3412",3
"3413",25
"3414",25
"3415",19
"3416",25
"3417",25
"3418",20
"3419",25
"3420",2
"3421",21
"3422",1
"3423",25
"3424",25
"3425",20
"3426",24
"3427",19
"3428",25
"3429",3
"3430",25
"3431",2
"3432",1
"3433",19
"3434",22
"3435",24
"3436",24
"3437",25
"3438",2
"3439",14
"3440",24
"3441",25
"3442",24
"3443",25
"3444",25
"3445",25
"3446",21
"3447",21
"3448",25
"3449",8
"3450",25
"3451",21
"3452",2
"3453",25
"3454",25
"3455",25
"3456",25
"3457",20
"3458",3
"3459",3
"3460",25
"3461",1
"3462",25
"3463",25
"3464",17
"3465",25
"3466",19
"3467",25
"3468",23
"3469",3
"3470",2
"3471",1
"3472",17
"3473",25
"3474",21
"3475",25
"3476",25
"3477",25
"3478",2
"3479",2
"3480",17
"3481",2
"3482",16
"3483",25
"3484",4
"3485",19
"3486",19
"3487",2
"3488",1
"3489",3
"3490",17
"3491",4
"3492",25
"3493",1
"3494",24
"3495",25
"3496",15
"3497",3
"3498",3
"3499",3
"3500",25
"3501",1
"3502",1
"3503",12
"3504",16
"3505",25
"3506",1
"3507",25
"3508",25
"3509",6
"3510",3
"3511",25
"3512",19
"3513",3
"3514",25
"3515",3
"3516",20
"3517",25
"3518",1
"3519",25
"3520",5
"3521",25
"3522",21
"3523",20
"3524",25
"3525",3
"3526",3
"3527",2
"3528",25
"3529",25
"3530",12
"3531",2
"3532",19
"3533",17
"3534",20
"3535",16
"3536",19
"3537",24
"3538",19
"3539",16
"3540",2
"3541",1
"3542",3
"3543",3
"3544",1
"3545",25
"3546",25
"3547",1
"3548",19
"3549",21
"3550",3
"3551",22
"3552",9
"3553",25
"3554",2
"3555",4
"3556",2
"3557",25
"3558",1
"3559",25
"3560",20
"3561",24
"3562",20
"3563",19
"3564",24
"3565",12
"3566",19
"3567",25
"3568",3
"3569",25
"3570",25
"3571",2
"3572",25
"3573",24
"3574",24
"3575",2
"3576",25
"3577",3
"3578",25
"3579",25
"3580",24
"3581",2
"3582",4
"3583",25
"3584",2
"3585",25
"3586",24
"3587",25
"3588",24
"3589",2
"3590",12
"3591",25
"3592",3
"3593",21
"3594",19
"3595",10
"3596",1
"3597",24
"3598",25
"3599",3
"3600",4
"3601",25
"3602",3
"3603",3
"3604",3
"3605",2
"3606",17
"3607",25
"3608",19
"3609",25
"3610",19
"3611",23
"3612",2
"3613",24
"3614",3
"3615",24
"3616",25
"3617",24
"3618",20
"3619",24
"3620",1
"3621",3
"3622",25
"3623",25
"3624",20
"3625",21
"3626",20
"3627",21
"3628",15
"3629",21
"3630",14
"3631",19
"3632",15
"3633",25
"3634",19
"3635",25
"3636",1
"3637",25
"3638",19
"3639",3
"3640",12
"3641",2
"3642",25
"3643",25
"3644",1
"3645",24
"3646",17
"3647",25
"3648",24
"3649",25
"3650",3
"3651",25
"3652",25
"3653",2
"3654",20
"3655",1
"3656",4
"3657",25
"3658",25
"3659",2
"3660",11
"3661",21
"3662",3
"3663",25
"3664",17
"3665",2
"3666",19
"3667",17
"3668",18
"3669",3
"3670",25
"3671",17
"3672",20
"3673",3
"3674",17
"3675",21
"3676",24
"3677",2
"3678",24
"3679",25
"3680",3
"3681",25
"3682",25
"3683",20
"3684",2
"3685",2
"3686",25
"3687",25
"3688",21
"3689",3
"3690",25
"3691",3
"3692",25
"3693",20
"3694",2
"3695",10
"3696",24
"3697",19
"3698",3
"3699",25
"3700",21
"3701",25
"3702",2
"3703",20
"3704",25
"3705",3
"3706",15
"3707",24
"3708",25
"3709",1
"3710",15
"3711",24
"3712",3
"3713",1
"3714",4
"3715",18
"3716",2
"3717",25
"3718",25
"3719",4
"3720",12
"3721",15
"3722",24
"3723",14
"3724",25
"3725",3
"3726",17
"3727",25
"3728",3
"3729",7
"3730",19
"3731",25
"3732",13
"3733",25
"3734",19
"3735",25
"3736",14
"3737",24
"3738",3
"3739",24
"3740",25
"3741",25
"3742",25
"3743",2
"3744",3
"3745",2
"3746",22
"3747",2
"3748",25
"3749",3
"3750",14
"3751",12
"3752",25
"3753",18
"3754",25
"3755",19
"3756",25
"3757",3
"3758",17
"3759",25
"3760",17
"3761",2
"3762",18
"3763",25
"3764",17
"3765",2
"3766",1
"3767",21
"3768",3
"3769",19
"3770",2
"3771",25
"3772",5
"3773",3
"3774",16
"3775",25
"3776",25
"3777",25
"3778",2
"3779",14
"3780",25
"3781",25
"3782",25
"3783",25
"3784",25
"3785",25
"3786",22
"3787",24
"3788",25
"3789",3
"3790",25
"3791",2
"3792",3
"3793",25
"3794",24
"3795",5
"3796",25
"3797",3
"3798",25
"3799",24
"3800",25
"3801",25
"3802",25
"3803",5
"3804",5
"3805",3
"3806",3
"3807",24
"3808",25
"3809",25
"3810",24
"3811",9
"3812",3
"3813",3
"3814",24
"3815",15
"3816",20
"3817",2
"3818",25
"3819",25
"3820",2
"3821",21
"3822",3
"3823",2
"3824",24
"3825",2
"3826",3
"3827",25
"3828",25
"3829",20
"3830",25
"3831",16
"3832",19
"3833",25
"3834",21
"3835",25
"3836",25
"3837",25
"3838",22
"3839",4
"3840",2
"3841",10
"3842",25
"3843",25
"3844",25
"3845",25
"3846",17
"3847",25
"3848",2
"3849",20
"3850",3
"3851",2
"3852",19
"3853",25
"3854",3
"3855",25
"3856",25
"3857",25
"3858",25
"3859",19
"3860",3
"3861",20
"3862",20
"3863",22
"3864",1
"3865",19
"3866",1
"3867",20
"3868",25
"3869",25
"3870",25
"3871",17
"3872",20
"3873",25
"3874",3
"3875",25
"3876",3
"3877",1
"3878",23
"3879",2
"3880",24
"3881",1
"3882",16
"3883",20
"3884",2
"3885",1
"3886",1
"3887",3
"3888",16
"3889",25
"3890",17
"3891",25
"3892",1
"3893",25
"3894",25
"3895",14
"3896",2
"3897",21
"3898",25
"3899",3
"3900",25
"3901",2
"3902",25
"3903",24
"3904",25
"3905",24
"3906",9
"3907",3
"3908",19
"3909",14
"3910",25
"3911",19
"3912",20
"3913",25
"3914",25
"3915",3
"3916",3
"3917",20
"3918",19
"3919",20
"3920",24
"3921",19
"3922",2
"3923",25
"3924",25
"3925",3
"3926",25
"3927",24
"3928",2
"3929",25
"3930",3
"3931",24
"3932",25
"3933",23
"3934",21
"3935",21
"3936",25
"3937",25
"3938",25
"3939",19
"3940",25
"3941",1
"3942",25
"3943",25
"3944",25
"3945",15
"3946",24
"3947",24
"3948",25
"3949",17
"3950",16
"3951",9
"3952",20
"3953",2
"3954",25
"3955",25
"3956",7
"3957",2
"3958",25
"3959",25
"3960",25
"3961",15
"3962",19
"3963",19
"3964",15
"3965",2
"3966",25
"3967",2
"3968",2
"3969",25
"3970",24
"3971",24
"3972",25
"3973",19
"3974",23
"3975",20
"3976",20
"3977",14
"3978",12
"3979",25
"3980",18
"3981",23
"3982",25
"3983",8
"3984",14
"3985",1
"3986",2
"3987",1
"3988",2
"3989",25
"3990",22
"3991",19
"3992",2
"3993",15
"3994",25
"3995",2
"3996",16
"3997",25
"3998",20
"3999",13
"4000",3
"4001",19
"4002",24
"4003",25
"4004",2
"4005",13
"4006",25
"4007",3
"4008",3
"4009",25
"4010",25
"4011",19
"4012",25
"4013",25
"4014",25
"4015",24
"4016",24
"4017",3
"4018",24
"4019",3
"4020",25
"4021",5
"4022",2
"4023",25
"4024",21
"4025",8
"4026",24
"4027",3
"4028",23
"4029",15
"4030",25
"4031",1
"4032",25
"4033",25
"4034",25
"4035",25
"4036",15
"4037",1
"4038",25
"4039",24
"4040",23
"4041",1
"4042",3
"4043",3
"4044",17
"4045",18
"4046",22
"4047",23
"4048",25
"4049",25
"4050",17
"4051",2
"4052",25
"4053",25
"4054",20
"4055",24
"4056",24
"4057",25
"4058",24
"4059",2
"4060",21
"4061",19
"4062",19
"4063",20
"4064",7
"4065",4
"4066",25
"4067",24
"4068",2
"4069",18
"4070",23
"4071",15
"4072",21
"4073",24
"4074",3
"4075",25
"4076",18
"4077",25
"4078",25
"4079",16
"4080",19
"4081",25
"4082",1
"4083",3
"4084",23
"4085",3
"4086",20
"4087",25
"4088",19
"4089",5
"4090",17
"4091",19
"4092",25
"4093",3
"4094",25
"4095",3
"4096",3
"4097",25
"4098",25
"4099",3
"4100",20
"4101",25
"4102",25
"4103",20
"4104",10
"4105",1
"4106",2
"4107",23
"4108",25
"4109",2
"4110",25
"4111",1
"4112",24
"4113",25
"4114",25
"4115",25
"4116",3
"4117",24
"4118",19
"4119",3
"4120",25
"4121",25
"4122",2
"4123",1
"4124",2
"4125",15
"4126",25
"4127",2
"4128",3
"4129",25
"4130",25
"4131",19
"4132",19
"4133",2
"4134",9
"4135",2
"4136",3
"4137",25
"4138",24
"4139",19
"4140",25
"4141",25
"4142",1
"4143",3
"4144",2
"4145",2
"4146",24
"4147",25
"4148",25
"4149",25
"4150",17
"4151",3
"4152",25
"4153",1
"4154",24
"4155",25
"4156",1
"4157",3
"4158",2
"4159",21
"4160",2
"4161",25
"4162",23
"4163",2
"4164",25
"4165",22
"4166",25
"4167",25
"4168",25
"4169",3
"4170",19
"4171",25
"4172",25
"4173",25
"4174",2
"4175",24
"4176",14
"4177",25
"4178",19
"4179",3
"4180",18
"4181",25
"4182",5
"4183",19
"4184",21
"4185",20
"4186",8
"4187",25
"4188",2
"4189",4
"4190",24
"4191",25
"4192",10
"4193",19
"4194",25
"4195",25
"4196",25
"4197",3
"4198",24
"4199",25
"4200",25
"4201",2
"4202",25
"4203",25
"4204",24
"4205",20
"4206",25
"4207",25
"4208",20
"4209",17
"4210",15
"4211",25
"4212",19
"4213",25
"4214",24
"4215",25
"4216",15
"4217",20
"4218",25
"4219",2
"4220",24
"4221",19
"4222",25
"4223",21
"4224",25
"4225",3
"4226",25
"4227",4
"4228",24
"4229",19
"4230",3
"4231",24
"4232",25
"4233",20
"4234",25
"4235",15
"4236",24
"4237",24
"4238",8
"4239",2
"4240",15
"4241",18
"4242",3
"4243",25
"4244",19
"4245",18
"4246",25
"4247",4
"4248",3
"4249",23
"4250",2
"4251",24
"4252",25
"4253",3
"4254",25
"4255",15
"4256",17
"4257",3
"4258",24
"4259",23
"4260",20
"4261",24
"4262",18
"4263",4
"4264",19
"4265",25
"4266",25
"4267",2
"4268",20
"4269",25
"4270",25
"4271",25
"4272",17
"4273",25
"4274",22
"4275",25
"4276",4
"4277",19
"4278",3
"4279",1
"4280",24
"4281",24
"4282",3
"4283",3
"4284",3
"4285",19
"4286",25
"4287",1
"4288",15
"4289",2
"4290",25
"4291",25
"4292",25
"4293",17
"4294",2
"4295",25
"4296",1
"4297",25
"4298",5
"4299",25
"4300",23
"4301",2
"4302",25
"4303",2
"4304",25
"4305",2
"4306",20
"4307",25
"4308",25
"4309",2
"4310",21
"4311",15
"4312",25
"4313",24
"4314",21
"4315",21
"4316",2
"4317",25
"4318",2
"4319",25
"4320",16
"4321",25
"4322",19
"4323",19
"4324",3
"4325",14
"4326",16
"4327",25
"4328",25
"4329",20
"4330",3
"4331",25
"4332",25
"4333",4
"4334",25
"4335",3
"4336",20
"4337",1
"4338",22
"4339",3
"4340",18
"4341",20
"4342",21
"4343",19
"4344",1
"4345",3
"4346",3
"4347",19
"4348",19
"4349",2
"4350",24
"4351",25
"4352",25
"4353",24
"4354",19
"4355",25
"4356",2
"4357",2
"4358",2
"4359",5
"4360",25
"4361",25
"4362",20
"4363",20
"4364",16
"4365",20
"4366",19
"4367",2
"4368",6
"4369",24
"4370",25
"4371",24
"4372",25
"4373",3
"4374",25
"4375",16
"4376",2
"4377",21
"4378",19
"4379",25
"4380",1
"4381",1
"4382",20
"4383",25
"4384",2
"4385",18
"4386",25
"4387",7
"4388",25
"4389",25
"4390",2
"4391",23
"4392",21
"4393",21
"4394",25
"4395",25
"4396",24
"4397",25
"4398",20
"4399",20
"4400",3
"4401",25
"4402",25
"4403",19
"4404",19
"4405",19
"4406",15
"4407",16
"4408",19
"4409",25
"4410",17
"4411",17
"4412",25
"4413",25
"4414",21
"4415",25
"4416",25
"4417",15
"4418",8
"4419",24
"4420",3
"4421",2
"4422",20
"4423",2
"4424",24
"4425",24
"4426",1
"4427",11
"4428",24
"4429",25
"4430",2
"4431",14
"4432",19
"4433",25
"4434",20
"4435",7
"4436",2
"4437",2
"4438",25
"4439",2
"4440",25
"4441",25
"4442",25
"4443",15
"4444",25
"4445",1
"4446",25
"4447",2
"4448",15
"4449",21
"4450",3
"4451",25
"4452",24
"4453",25
"4454",24
"4455",14
"4456",16
"4457",3
"4458",2
"4459",12
"4460",25
"4461",1
"4462",15
"4463",25
"4464",15
"4465",1
"4466",17
"4467",24
"4468",17
"4469",25
"4470",25
"4471",21
"4472",25
"4473",11
"4474",25
"4475",19
"4476",25
"4477",1
"4478",25
"4479",25
"4480",3
"4481",18
"4482",25
"4483",17
"4484",25
"4485",18
"4486",14
"4487",25
"4488",3
"4489",25
"4490",25
"4491",20
"4492",21
"4493",25
"4494",12
"4495",2
"4496",25
"4497",2
"4498",1
"4499",21
"4500",19
"4501",14
"4502",15
"4503",25
"4504",25
"4505",24
"4506",25
"4507",13
"4508",12
"4509",25
"4510",25
"4511",20
"4512",3
"4513",3
"4514",10
"4515",2
"4516",25
"4517",20
"4518",22
"4519",15
"4520",25
"4521",25
"4522",2
"4523",11
"4524",11
"4525",25
"4526",2
"4527",2
"4528",15
"4529",25
"4530",2
"4531",24
"4532",3
"4533",23
"4534",25
"4535",20
"4536",25
"4537",25
"4538",2
"4539",3
"4540",3
"4541",3
"4542",3
"4543",3
"4544",3
"4545",24
"4546",2
"4547",24
"4548",1
"4549",13
"4550",25
"4551",14
"4552",24
"4553",20
"4554",2
"4555",25
"4556",21
"4557",25
"4558",22
"4559",19
"4560",14
"4561",19
"4562",24
"4563",25
"4564",23
"4565",25
"4566",1
"4567",25
"4568",2
"4569",3
"4570",24
"4571",25
"4572",21
"4573",21
"4574",14
"4575",24
"4576",5
"4577",3
"4578",1
"4579",25
"4580",24
"4581",24
"4582",25
"4583",22
"4584",25
"4585",25
"4586",25
"4587",11
"4588",2
"4589",19
"4590",25
"4591",3
"4592",2
"4593",1
"4594",3
"4595",20
"4596",2
"4597",20
"4598",21
"4599",25
"4600",25
"4601",19
"4602",25
"4603",3
"4604",3
"4605",1
"4606",4
"4607",2
"4608",2
"4609",1
"4610",14
"4611",25
"4612",3
"4613",25
"4614",3
"4615",2
"4616",1
"4617",24
"4618",2
"4619",4
"4620",20
"4621",24
"4622",20
"4623",2
"4624",19
"4625",15
"4626",25
"4627",25
"4628",23
"4629",19
"4630",22
"4631",19
"4632",25
"4633",25
"4634",25
"4635",11
"4636",25
"4637",24
"4638",24
"4639",18
"4640",21
"4641",7
"4642",3
"4643",25
"4644",25
"4645",25
"4646",20
"4647",21
"4648",19
"4649",1
"4650",25
"4651",25
"4652",25
"4653",2
"4654",25
"4655",15
"4656",2
"4657",3
"4658",25
"4659",2
"4660",16
"4661",25
"4662",19
"4663",25
"4664",2
"4665",25
"4666",24
"4667",2
"4668",25
"4669",25
"4670",17
"4671",2
"4672",25
"4673",2
"4674",24
"4675",25
"4676",4
"4677",19
"4678",25
"4679",15
"4680",1
"4681",15
"4682",16
"4683",3
"4684",3
"4685",21
"4686",3
"4687",9
"4688",19
"4689",2
"4690",2
"4691",25
"4692",2
"4693",25
"4694",24
"4695",2
"4696",3
"4697",25
"4698",25
"4699",24
"4700",25
"4701",2
"4702",5
"4703",2
"4704",1
"4705",10
"4706",16
"4707",25
"4708",16
"4709",25
"4710",3
"4711",21
"4712",25
"4713",2
"4714",2
"4715",20
"4716",25
"4717",2
"4718",3
"4719",2
"4720",14
"4721",25
"4722",21
"4723",22
"4724",25
"4725",25
"4726",25
"4727",25
"4728",25
"4729",3
"4730",24
"4731",1
"4732",25
"4733",16
"4734",3
"4735",24
"4736",16
"4737",2
"4738",3
"4739",3
"4740",19
"4741",20
"4742",2
"4743",18
"4744",19
"4745",7
"4746",2
"4747",20
"4748",20
"4749",20
"4750",15
"4751",2
"4752",1
"4753",25
"4754",2
"4755",21
"4756",2
"4757",20
"4758",16
"4759",25
"4760",2
"4761",25
"4762",24
"4763",25
"4764",2
"4765",25
"4766",19
"4767",25
"4768",3
"4769",15
"4770",25
"4771",25
"4772",6
"4773",25
"4774",19
"4775",3
"4776",25
"4777",25
"4778",2
"4779",25
"4780",24
"4781",24
"4782",2
"4783",2
"4784",2
"4785",21
"4786",15
"4787",24
"4788",25
"4789",19
"4790",3
"4791",15
"4792",17
"4793",17
"4794",19
"4795",2
"4796",3
"4797",2
"4798",3
"4799",25
"4800",10
"4801",1
"4802",25
"4803",25
"4804",3
"4805",25
"4806",2
"4807",25
"4808",3
"4809",25
"4810",24
"4811",18
"4812",25
"4813",17
"4814",13
"4815",23
"4816",25
"4817",25
"4818",3
"4819",25
"4820",25
"4821",25
"4822",19
"4823",18
"4824",3
"4825",25
"4826",25
"4827",20
