"","assig.vecU","assig.vecC","assig.vecAr","assig.vecAm","assig.vecT"
"2049",9,11,20,19,20
"2050",12,1,1,17,6
"2051",20,14,20,20,8
"2052",2,11,11,21,5
"2053",18,1,9,19,7
"2054",2,14,15,10,20
"2055",7,6,14,8,16
"2056",2,20,3,25,3
"2057",2,25,21,2,25
"2058",7,22,4,6,25
"2059",2,12,2,6,9
"2060",7,14,16,11,7
"2061",2,7,5,16,20
"2062",2,3,3,19,1
"2063",12,8,17,11,3
"2064",18,24,17,17,19
"2065",2,21,16,20,13
"2066",2,3,16,22,22
"2067",18,17,17,2,10
"2068",2,14,14,3,2
"2069",2,16,3,9,4
"2070",4,4,16,20,22
"2071",3,3,3,20,5
"2072",18,17,9,21,9
"2073",17,17,17,23,18
"2074",2,5,17,16,3
"2075",2,5,24,3,20
"2076",18,3,4,3,10
"2077",2,3,3,8,14
"2078",1,1,1,14,22
"2079",18,11,1,21,11
"2080",7,15,14,6,13
"2081",2,10,10,14,24
"2082",2,6,6,22,9
"2083",7,20,20,20,8
"2084",2,16,16,2,20
"2085",15,24,22,16,14
"2086",18,3,3,23,8
"2087",2,4,20,10,22
"2088",4,6,7,1,3
"2089",2,10,10,14,23
"2090",12,19,17,17,20
"2091",18,13,23,23,17
"2092",2,24,22,3,4
"2093",10,10,3,3,18
"2094",12,19,13,22,5
"2095",18,17,20,15,6
"2096",7,23,20,16,22
"2097",2,2,16,18,11
"2098",15,24,17,14,3
"2099",18,4,20,7,20
"2100",20,3,20,21,7
"2101",2,4,3,16,4
"2102",20,8,14,9,8
"2103",18,8,15,1,8
"2104",7,16,16,8,11
"2105",2,22,20,11,1
"2106",18,18,17,3,3
"2107",18,12,8,19,8
"2108",25,6,22,11,10
"2109",3,13,13,8,6
"2110",2,10,2,20,2
"2111",21,22,3,3,24
"2112",2,22,22,9,13
"2113",7,4,14,19,12
"2114",7,10,6,17,8
"2115",20,23,20,20,6
"2116",7,16,4,1,23
"2117",2,14,6,19,23
"2118",2,10,7,11,24
"2119",2,2,9,4,18
"2120",1,1,9,2,24
"2121",2,5,8,17,3
"2122",25,16,16,6,22
"2123",2,3,3,17,23
"2124",18,20,20,20,23
"2125",10,13,23,8,3
"2126",2,16,16,13,22
"2127",9,8,1,14,3
"2128",6,7,4,22,24
"2129",4,6,6,25,16
"2130",2,25,21,16,6
"2131",18,10,9,22,16
"2132",2,21,22,25,3
"2133",20,14,3,9,4
"2134",10,3,9,10,4
"2135",18,14,22,10,9
"2136",9,11,8,23,16
"2137",21,21,2,22,25
"2138",2,13,20,5,1
"2139",21,16,16,17,3
"2140",20,14,20,20,8
"2141",25,25,25,22,23
"2142",18,4,4,24,8
"2143",2,2,2,9,10
"2144",2,3,3,9,24
"2145",15,19,9,5,13
"2146",7,4,16,16,1
"2147",15,8,8,6,22
"2148",18,23,8,6,3
"2149",18,23,16,1,2
"2150",7,22,22,6,19
"2151",2,2,1,9,16
"2152",10,10,10,2,4
"2153",2,6,16,9,23
"2154",2,9,21,24,20
"2155",2,4,4,4,23
"2156",2,21,21,11,16
"2157",18,23,14,23,22
"2158",2,10,7,12,22
"2159",2,21,23,18,20
"2160",3,10,10,20,6
"2161",2,5,10,4,4
"2162",2,9,9,6,16
"2163",11,8,11,2,15
"2164",7,7,14,6,3
"2165",2,1,1,20,16
"2166",2,6,6,14,7
"2167",1,1,5,3,20
"2168",18,16,16,14,15
"2169",17,17,17,11,2
"2170",7,4,22,8,6
"2171",7,16,22,1,11
"2172",2,3,14,24,6
"2173",2,11,8,6,8
"2174",18,20,20,16,22
"2175",21,15,14,15,3
"2176",18,3,3,20,2
"2177",25,12,3,2,10
"2178",3,3,3,20,24
"2179",7,4,4,6,1
"2180",18,4,4,10,4
"2181",2,3,3,3,20
"2182",2,16,7,16,23
"2183",18,12,9,18,10
"2184",2,9,9,7,7
"2185",25,25,10,8,23
"2186",2,21,21,4,8
"2187",2,5,5,16,3
"2188",2,6,16,4,24
"2189",7,6,4,17,5
"2190",7,16,16,18,22
"2191",18,18,20,24,18
"2192",21,22,15,20,6
"2193",2,13,8,15,22
"2194",2,2,11,25,22
"2195",2,3,3,8,5
"2196",18,12,3,11,12
"2197",7,16,16,23,24
"2198",7,5,20,3,11
"2199",24,24,22,11,25
"2200",3,1,3,5,7
"2201",21,7,16,22,16
"2202",18,13,14,3,20
"2203",15,17,17,20,8
"2204",12,1,1,20,6
"2205",2,13,8,5,20
"2206",2,16,16,3,4
"2207",18,16,20,16,15
"2208",18,11,14,16,4
"2209",9,9,20,20,6
"2210",2,22,22,8,14
"2211",20,13,13,6,1
"2212",2,20,20,6,1
"2213",9,10,9,1,9
"2214",20,20,20,23,3
"2215",2,24,22,3,16
"2216",18,8,17,4,8
"2217",2,3,3,15,9
"2218",15,13,20,3,3
"2219",20,20,20,20,19
"2220",25,10,10,22,15
"2221",25,16,16,24,20
"2222",2,10,10,18,11
"2223",2,7,6,16,13
"2224",7,8,6,16,2
"2225",18,6,6,24,5
"2226",18,15,14,15,12
"2227",2,7,10,4,16
"2228",9,15,15,21,23
"2229",4,4,4,16,1
"2230",15,8,11,1,1
"2231",15,9,17,24,19
"2232",4,14,14,8,18
"2233",11,11,11,24,21
"2234",12,1,1,20,17
"2235",21,16,25,16,1
"2236",18,8,9,20,3
"2237",2,14,22,9,20
"2238",18,8,9,25,13
"2239",2,20,20,20,10
"2240",2,14,14,19,6
"2241",18,13,14,10,21
"2242",7,7,10,4,18
"2243",2,15,4,17,22
"2244",7,16,21,24,15
"2245",2,21,16,3,14
"2246",20,5,20,5,6
"2247",2,5,1,4,8
"2248",18,22,20,20,1
"2249",2,11,11,18,1
"2250",18,17,20,4,14
"2251",18,2,11,14,3
"2252",2,16,16,22,4
"2253",2,4,6,4,16
"2254",18,19,11,10,13
"2255",3,10,3,5,12
"2256",9,5,5,21,4
"2257",9,9,1,5,20
"2258",2,23,20,20,3
"2259",2,2,6,16,16
"2260",10,10,3,14,14
"2261",4,4,4,23,1
"2262",9,12,9,3,3
"2263",7,20,20,5,23
"2264",7,6,21,15,16
"2265",7,21,16,8,12
"2266",2,20,14,3,10
"2267",21,22,22,5,20
"2268",18,8,16,3,20
"2269",2,2,3,4,20
"2270",9,8,3,4,24
"2271",20,14,14,9,1
"2272",18,17,17,15,4
"2273",15,23,14,6,3
"2274",17,17,1,4,10
"2275",20,20,20,17,18
"2276",7,16,16,21,21
"2277",10,10,10,3,9
"2278",2,4,3,3,5
"2279",2,15,15,8,25
"2280",8,8,1,17,22
"2281",18,23,22,4,9
"2282",7,25,16,25,24
"2283",18,11,17,2,3
"2284",7,20,22,25,8
"2285",7,8,20,14,17
"2286",2,20,20,15,18
"2287",9,11,8,3,21
"2288",18,16,16,18,7
"2289",25,25,3,23,21
"2290",2,13,20,9,16
"2291",7,6,14,16,1
"2292",2,6,6,24,3
"2293",2,10,10,12,3
"2294",2,4,16,4,4
"2295",7,6,16,19,3
"2296",2,20,22,25,25
"2297",18,5,5,20,10
"2298",20,6,6,20,7
"2299",2,16,15,8,24
"2300",2,16,7,10,11
"2301",20,8,11,23,11
"2302",20,16,20,16,17
"2303",25,25,20,20,23
"2304",21,23,14,2,25
"2305",2,3,3,8,16
"2306",2,20,16,1,16
"2307",7,20,14,20,22
"2308",3,5,5,22,23
"2309",9,9,3,16,20
"2310",2,13,20,25,3
"2311",12,1,8,3,10
"2312",20,8,8,10,9
"2313",18,7,6,5,5
"2314",2,16,16,22,20
"2315",2,2,4,20,5
"2316",20,20,21,5,18
"2317",2,9,7,24,17
"2318",21,22,14,20,2
"2319",2,20,20,18,3
"2320",12,11,11,20,2
"2321",2,23,24,3,20
"2322",12,11,9,22,20
"2323",2,25,6,8,10
"2324",18,21,14,12,16
"2325",3,3,3,4,6
"2326",18,21,3,20,20
"2327",20,22,20,8,21
"2328",7,10,16,25,6
"2329",18,20,20,21,17
"2330",18,25,25,5,18
"2331",4,4,4,22,23
"2332",7,6,6,4,24
"2333",2,10,6,9,23
"2334",3,3,3,5,18
"2335",18,4,9,14,2
"2336",10,7,16,22,21
"2337",18,18,20,6,18
"2338",12,9,9,11,9
"2339",15,17,17,12,4
"2340",15,17,17,3,9
"2341",15,17,17,1,5
"2342",10,10,6,7,3
"2343",2,16,16,8,5
"2344",2,7,6,19,14
"2345",18,16,16,6,3
"2346",15,13,14,6,9
"2347",3,16,16,10,15
"2348",2,20,4,17,20
"2349",12,9,17,2,3
"2350",20,5,5,10,10
"2351",3,3,7,7,21
"2352",20,20,20,11,14
"2353",18,3,9,19,16
"2354",25,24,14,5,19
"2355",20,20,22,13,8
"2356",7,10,10,10,18
"2357",2,8,5,16,16
"2358",2,2,25,21,20
"2359",2,16,21,4,3
"2360",2,15,14,20,3
"2361",20,4,14,9,8
"2362",18,17,17,6,23
"2363",18,6,18,1,24
"2364",20,20,20,3,17
"2365",2,15,9,10,20
"2366",2,13,20,22,11
"2367",12,9,9,4,3
"2368",2,2,21,16,15
"2369",2,20,4,14,16
"2370",2,16,3,17,4
"2371",2,16,16,4,12
"2372",21,14,14,21,4
"2373",7,6,6,8,20
"2374",3,3,3,8,10
"2375",21,21,22,20,21
"2376",20,20,20,1,15
"2377",1,1,1,17,11
"2378",2,17,5,10,24
"2379",18,17,20,20,16
"2380",18,8,8,7,11
"2381",7,22,22,16,9
"2382",18,8,12,22,20
"2383",2,5,4,6,14
"2384",2,16,16,4,13
"2385",2,1,1,4,8
"2386",2,3,3,20,8
"2387",20,20,20,22,1
"2388",3,3,3,9,22
"2389",18,15,17,22,16
"2390",2,16,16,16,1
"2391",18,3,3,4,3
"2392",2,21,21,4,1
"2393",15,13,19,5,3
"2394",2,4,4,9,20
"2395",2,23,22,13,20
"2396",2,4,4,20,15
"2397",15,14,4,4,8
"2398",2,6,4,17,10
"2399",7,22,21,23,9
"2400",2,6,6,14,3
"2401",15,17,17,1,13
"2402",11,12,6,14,20
"2403",15,9,9,20,6
"2404",18,19,18,16,16
"2405",2,22,22,6,11
"2406",2,7,15,23,5
"2407",18,23,24,17,8
"2408",18,16,15,16,24
"2409",12,9,17,6,24
"2410",20,23,20,17,22
"2411",7,22,23,20,18
"2412",7,24,16,22,9
"2413",11,11,11,4,20
"2414",18,8,14,19,19
"2415",2,22,14,14,11
"2416",18,12,22,4,6
"2417",3,6,6,3,22
"2418",17,17,1,19,25
"2419",18,23,23,24,17
"2420",21,21,16,2,23
"2421",7,3,4,25,8
"2422",2,2,2,13,13
"2423",2,24,10,3,23
"2424",18,4,20,19,20
"2425",7,5,5,14,17
"2426",2,24,14,23,6
"2427",7,20,20,20,16
"2428",2,22,20,17,24
"2429",9,9,9,8,4
"2430",2,25,20,6,24
"2431",2,2,2,4,5
"2432",3,3,3,23,3
"2433",9,6,4,21,9
"2434",18,4,2,4,19
"2435",21,22,22,3,14
"2436",7,22,23,20,19
"2437",18,20,24,1,22
"2438",2,19,9,16,17
"2439",12,17,8,10,20
"2440",7,24,23,20,21
"2441",9,9,11,8,5
"2442",2,3,3,7,20
"2443",2,2,6,16,16
"2444",21,21,22,1,15
"2445",10,10,16,1,17
"2446",18,18,18,21,14
"2447",18,19,20,14,2
"2448",3,3,6,8,17
"2449",15,17,20,5,23
"2450",18,20,20,3,17
"2451",2,7,6,8,10
"2452",18,24,20,10,15
"2453",2,16,16,19,25
"2454",18,16,16,11,9
"2455",2,4,4,11,20
"2456",2,23,20,5,2
"2457",12,12,3,7,18
"2458",21,7,7,24,2
"2459",21,21,22,14,21
"2460",9,15,11,16,1
"2461",20,24,20,23,13
"2462",3,3,3,11,4
"2463",2,3,3,14,6
"2464",2,10,10,20,11
"2465",7,23,20,14,21
"2466",7,7,16,9,6
"2467",21,21,21,21,1
"2468",10,10,10,6,24
"2469",10,10,10,13,12
"2470",7,16,16,20,14
"2471",2,14,23,20,19
"2472",7,4,4,22,1
"2473",25,22,24,8,3
"2474",2,4,4,4,1
"2475",20,13,5,8,7
"2476",4,4,4,14,8
"2477",2,14,14,10,1
"2478",20,20,16,15,4
"2479",4,4,4,11,16
"2480",2,3,3,19,19
"2481",20,6,10,9,25
"2482",2,20,14,8,19
"2483",18,9,9,2,19
"2484",9,8,14,3,12
"2485",7,21,21,19,20
"2486",2,2,3,7,24
"2487",2,4,4,15,10
"2488",20,24,20,21,14
"2489",20,24,20,14,24
"2490",25,4,16,16,23
"2491",2,20,20,1,8
"2492",7,25,21,13,6
"2493",20,4,3,20,11
"2494",20,20,14,8,6
"2495",2,21,22,24,20
"2496",2,3,3,17,5
"2497",21,4,6,9,23
"2498",2,8,6,20,8
"2499",2,1,1,14,19
"2500",3,6,6,1,22
"2501",18,8,8,7,16
"2502",7,6,16,15,18
"2503",2,4,4,24,16
"2504",3,5,8,15,3
"2505",7,13,13,5,4
"2506",20,20,20,25,1
"2507",18,19,24,3,20
"2508",18,4,6,1,17
"2509",11,6,6,3,22
"2510",18,19,17,15,14
"2511",15,17,17,14,14
"2512",9,5,5,19,9
"2513",2,2,2,20,13
"2514",9,8,1,15,20
"2515",2,10,10,19,5
"2516",2,1,1,6,4
"2517",2,8,20,14,17
"2518",12,12,12,19,5
"2519",18,1,9,14,7
"2520",2,20,20,6,14
"2521",18,18,9,6,17
"2522",2,22,4,24,4
"2523",15,13,8,24,21
"2524",12,1,1,6,20
"2525",7,24,20,3,8
"2526",2,14,13,3,21
"2527",20,15,20,25,16
"2528",2,20,19,16,4
"2529",18,19,20,5,10
"2530",18,18,11,16,8
"2531",2,8,9,18,20
"2532",2,22,14,16,23
"2533",2,20,20,12,17
"2534",21,24,21,24,4
"2535",20,20,20,8,9
"2536",2,2,3,22,8
"2537",20,20,6,9,24
"2538",20,11,20,17,1
"2539",2,16,16,25,4
"2540",7,8,5,6,8
"2541",7,5,14,20,18
"2542",20,20,20,3,5
"2543",18,9,9,2,11
"2544",20,6,6,5,20
"2545",18,14,14,6,20
"2546",9,9,1,21,21
"2547",8,8,1,24,15
"2548",2,4,21,9,3
"2549",17,17,17,8,22
"2550",7,11,20,8,5
"2551",2,4,6,16,1
"2552",18,22,20,8,10
"2553",2,21,23,24,6
"2554",3,3,3,3,8
"2555",21,16,22,1,9
"2556",20,20,20,20,20
"2557",10,10,3,2,6
"2558",18,10,16,1,14
"2559",15,17,5,11,1
"2560",25,22,14,2,23
"2561",18,14,9,9,10
"2562",2,4,4,14,5
"2563",20,14,7,15,22
"2564",2,5,4,20,9
"2565",20,24,20,5,8
"2566",20,20,20,8,21
"2567",9,15,14,3,3
"2568",20,20,20,7,5
"2569",21,21,22,10,1
"2570",2,4,23,9,2
"2571",2,25,2,9,16
"2572",2,6,6,16,21
"2573",7,23,4,4,20
"2574",2,24,15,23,23
"2575",20,20,20,15,3
"2576",9,11,11,19,15
"2577",2,20,20,15,25
"2578",20,22,24,10,19
"2579",2,4,20,22,14
"2580",2,21,21,1,8
"2581",2,4,20,1,14
"2582",9,4,9,19,20
"2583",18,9,9,12,1
"2584",18,7,3,5,19
"2585",1,8,1,21,18
"2586",18,19,17,21,16
"2587",11,4,11,8,19
"2588",7,4,4,7,11
"2589",18,24,20,9,24
"2590",18,4,4,15,9
"2591",18,1,18,21,24
"2592",18,6,4,6,3
"2593",20,24,20,8,19
"2594",2,7,16,13,11
"2595",2,5,5,20,7
"2596",2,5,5,13,20
"2597",18,16,11,18,6
"2598",12,1,17,1,17
"2599",12,8,8,13,3
"2600",17,17,17,25,23
"2601",2,10,3,13,5
"2602",7,14,11,22,6
"2603",2,22,20,25,15
"2604",25,6,4,21,16
"2605",18,1,9,5,24
"2606",2,15,7,6,5
"2607",3,13,5,19,10
"2608",7,20,20,2,17
"2609",18,13,13,24,9
"2610",2,11,11,16,14
"2611",11,24,8,17,12
"2612",2,2,9,20,1
"2613",7,4,4,21,16
"2614",18,3,3,15,25
"2615",18,17,20,15,11
"2616",2,9,9,3,22
"2617",25,17,24,14,15
"2618",7,3,3,19,13
"2619",18,7,16,3,11
"2620",11,11,11,13,8
"2621",2,14,20,19,16
"2622",18,1,9,9,5
"2623",18,18,8,11,19
"2624",20,16,6,11,24
"2625",7,6,15,20,4
"2626",20,20,20,22,22
"2627",18,17,20,3,14
"2628",18,9,9,17,8
"2629",18,8,20,14,21
"2630",15,19,15,6,9
"2631",9,3,8,14,19
"2632",2,4,4,16,22
"2633",15,23,23,21,16
"2634",9,4,9,20,6
"2635",4,4,4,20,1
"2636",18,6,6,21,6
"2637",15,17,8,24,6
"2638",18,20,20,15,3
"2639",2,2,2,3,17
"2640",2,3,3,14,24
"2641",2,3,6,5,16
"2642",18,3,3,16,3
"2643",2,19,14,1,21
"2644",9,11,9,4,23
"2645",2,2,15,2,24
"2646",20,1,20,19,22
"2647",24,5,24,17,4
"2648",2,6,6,6,5
"2649",18,19,20,25,23
"2650",2,20,20,22,8
"2651",18,19,20,20,22
"2652",7,22,22,20,22
"2653",20,1,17,11,20
"2654",20,20,20,3,10
"2655",4,4,4,12,20
"2656",2,20,22,3,22
"2657",18,16,16,13,16
"2658",2,21,21,13,4
"2659",15,17,5,17,14
"2660",15,20,20,9,8
"2661",2,20,9,4,15
"2662",18,5,5,14,21
"2663",20,14,22,2,4
"2664",18,9,9,16,4
"2665",18,24,20,14,23
"2666",2,14,14,10,3
"2667",10,3,10,1,25
"2668",18,6,9,20,3
"2669",2,14,14,1,14
"2670",2,2,2,19,11
"2671",2,3,3,23,2
"2672",2,10,10,3,7
"2673",9,9,11,14,5
"2674",20,20,20,3,1
"2675",20,23,5,6,12
"2676",7,22,20,5,20
"2677",7,5,4,14,15
"2678",20,3,3,16,3
"2679",18,9,9,21,22
"2680",7,20,20,1,19
"2681",18,20,9,14,20
"2682",2,3,1,14,24
"2683",2,3,3,2,16
"2684",15,9,9,18,11
"2685",2,13,8,23,8
"2686",20,23,23,4,5
"2687",2,3,3,5,4
"2688",2,20,20,8,1
"2689",7,21,6,14,15
"2690",10,10,21,22,20
"2691",7,23,23,16,18
"2692",20,22,22,4,16
"2693",2,2,4,16,23
"2694",2,2,5,1,4
"2695",2,8,3,19,17
"2696",15,22,14,8,5
"2697",12,12,9,2,11
"2698",2,2,4,11,19
"2699",2,20,14,20,21
"2700",18,3,3,12,10
"2701",2,25,21,16,6
"2702",21,21,21,17,18
"2703",2,13,20,24,14
"2704",20,22,22,3,20
"2705",18,17,17,18,3
"2706",2,6,10,22,7
"2707",1,1,9,14,22
"2708",21,7,3,12,20
"2709",2,3,4,15,25
"2710",1,4,1,7,12
"2711",7,14,14,16,3
"2712",9,9,9,12,24
"2713",7,23,16,8,21
"2714",15,14,20,7,3
"2715",20,22,22,21,24
"2716",8,8,1,24,9
"2717",18,17,12,8,23
"2718",15,12,20,22,24
"2719",18,4,14,23,16
"2720",20,20,14,6,20
"2721",20,20,20,17,16
"2722",18,19,17,12,10
"2723",15,1,1,8,8
"2724",2,8,8,5,14
"2725",2,13,13,22,4
"2726",15,20,20,3,7
"2727",12,12,9,12,18
"2728",9,11,9,3,7
"2729",2,19,24,9,17
"2730",18,6,11,25,20
"2731",16,16,16,15,17
"2732",18,13,13,14,4
"2733",15,13,19,17,8
"2734",24,24,25,8,1
"2735",2,16,3,6,1
"2736",2,20,23,24,7
"2737",2,3,3,17,4
"2738",24,24,24,17,24
"2739",18,22,3,21,23
"2740",12,1,8,15,5
"2741",25,13,24,19,6
"2742",18,16,17,7,6
"2743",10,10,16,9,7
"2744",25,25,25,3,22
"2745",2,15,3,14,1
"2746",7,21,4,1,19
"2747",2,20,24,4,5
"2748",18,12,16,4,24
"2749",18,24,24,16,22
"2750",2,5,20,16,4
"2751",18,18,19,5,7
"2752",2,3,3,17,10
"2753",15,9,9,3,20
"2754",15,9,8,24,15
"2755",7,14,24,6,11
"2756",21,21,21,3,11
"2757",2,6,6,3,22
"2758",9,8,8,8,7
"2759",7,14,13,22,2
"2760",3,3,3,23,22
"2761",20,23,14,8,23
"2762",7,23,15,16,2
"2763",2,23,22,16,14
"2764",7,4,4,17,8
"2765",7,23,22,10,6
"2766",18,5,5,24,22
"2767",2,24,14,4,14
"2768",18,7,9,3,11
"2769",2,22,20,3,5
"2770",2,22,20,20,11
"2771",2,4,4,24,13
"2772",2,8,22,16,7
"2773",2,13,13,2,8
"2774",2,10,3,2,10
"2775",2,20,20,2,1
"2776",24,24,24,22,14
"2777",20,19,20,20,17
"2778",17,17,17,2,1
"2779",2,15,9,3,21
"2780",8,8,1,5,25
"2781",2,4,6,20,18
"2782",16,16,25,10,5
"2783",15,17,1,20,8
"2784",2,2,25,4,17
"2785",2,22,22,22,11
"2786",20,8,8,15,21
"2787",15,15,11,23,17
"2788",18,11,20,10,20
"2789",2,4,4,14,5
"2790",2,16,16,19,3
"2791",7,3,16,16,13
"2792",2,24,3,11,6
"2793",21,10,21,3,24
"2794",18,5,1,21,16
"2795",2,25,6,20,6
"2796",21,15,20,1,25
"2797",20,20,20,14,3
"2798",2,5,20,11,22
"2799",2,3,4,23,5
"2800",9,4,2,14,9
"2801",2,1,4,7,4
"2802",2,2,25,5,2
"2803",2,2,3,22,17
"2804",15,15,24,24,22
"2805",9,12,24,11,25
"2806",2,13,14,4,3
"2807",2,20,20,3,24
"2808",2,9,16,10,17
"2809",2,9,24,17,16
"2810",2,20,20,6,4
"2811",21,10,21,4,10
"2812",2,3,4,4,15
"2813",2,14,6,22,1
"2814",2,22,20,20,11
"2815",9,5,9,24,9
"2816",7,5,4,8,3
"2817",7,14,22,20,21
"2818",15,9,9,16,14
"2819",1,1,1,14,25
"2820",2,20,14,14,8
"2821",18,18,18,8,9
"2822",2,14,20,3,19
"2823",20,20,20,10,4
"2824",24,24,5,14,23
"2825",2,16,16,20,19
"2826",7,6,4,24,21
"2827",2,14,20,14,16
"2828",18,14,24,16,7
"2829",7,22,22,21,5
"2830",4,4,5,4,22
"2831",7,20,20,6,9
"2832",18,15,20,20,20
"2833",2,6,16,1,4
"2834",3,3,3,5,25
"2835",4,4,4,8,8
"2836",2,3,3,13,25
"2837",2,8,8,5,6
"2838",2,1,8,10,8
"2839",18,17,20,10,17
"2840",2,25,23,8,4
"2841",2,3,3,1,5
"2842",2,2,21,22,16
"2843",18,14,14,8,9
"2844",2,22,23,20,3
"2845",2,2,16,15,6
"2846",7,24,22,5,3
"2847",2,14,15,11,11
"2848",2,2,2,20,10
"2849",15,20,20,22,4
"2850",2,2,15,17,6
"2851",2,20,21,5,11
"2852",18,17,20,22,20
"2853",7,14,16,1,20
"2854",7,15,14,6,1
"2855",2,20,20,22,12
"2856",20,20,20,17,22
"2857",15,8,8,14,4
"2858",2,20,16,23,15
"2859",3,3,3,18,2
"2860",2,2,4,7,3
"2861",2,4,4,4,2
"2862",18,25,9,14,11
"2863",2,2,25,5,17
"2864",18,9,9,4,14
"2865",10,10,3,22,16
"2866",7,7,16,20,23
"2867",2,16,3,3,19
"2868",4,4,4,11,16
"2869",18,8,23,17,10
"2870",2,6,6,24,3
"2871",2,6,6,23,16
"2872",21,3,3,19,20
"2873",20,11,20,9,11
"2874",2,7,2,3,4
"2875",7,5,4,14,4
"2876",7,23,24,19,19
"2877",12,1,1,1,23
"2878",7,5,4,3,20
"2879",2,5,5,22,24
"2880",2,21,21,6,16
"2881",2,8,8,14,9
"2882",2,20,20,2,4
"2883",10,10,10,15,23
"2884",9,9,9,16,22
"2885",7,4,4,19,3
"2886",4,4,3,17,16
"2887",2,21,20,22,7
"2888",12,17,8,16,20
"2889",2,20,20,10,10
"2890",2,23,8,19,1
"2891",20,23,20,3,3
"2892",7,20,20,12,17
"2893",18,20,20,1,20
"2894",9,8,9,16,18
"2895",18,17,20,3,16
"2896",3,3,16,14,22
"2897",2,3,3,20,4
"2898",9,22,22,8,10
"2899",10,10,10,17,9
"2900",20,22,20,18,18
"2901",20,11,20,14,4
"2902",7,14,22,1,22
"2903",7,5,5,14,4
"2904",15,14,20,8,13
"2905",15,1,1,13,15
"2906",18,22,20,24,25
"2907",2,14,14,7,1
"2908",2,3,3,8,15
"2909",18,20,20,10,8
"2910",2,20,22,3,8
"2911",2,2,10,22,5
"2912",9,24,9,22,23
"2913",9,1,3,6,6
"2914",3,3,3,17,2
"2915",21,22,20,4,3
"2916",20,24,24,24,3
"2917",2,24,14,24,20
"2918",18,20,19,3,25
"2919",18,14,20,16,4
"2920",18,19,18,24,21
"2921",2,20,3,22,4
"2922",2,22,23,1,25
"2923",9,15,14,22,17
"2924",2,22,4,3,22
"2925",20,5,5,14,17
"2926",18,22,17,5,14
"2927",17,1,1,8,24
"2928",18,6,14,13,4
"2929",17,17,17,7,24
"2930",20,22,24,23,20
"2931",9,9,9,11,5
"2932",7,20,20,1,13
"2933",2,5,14,1,11
"2934",15,8,8,4,6
"2935",2,6,4,18,4
"2936",2,3,3,9,22
"2937",22,14,22,10,24
"2938",9,5,5,20,8
"2939",7,20,23,11,23
"2940",15,16,16,1,17
"2941",7,20,20,22,4
"2942",20,17,20,8,23
"2943",3,3,3,19,16
"2944",7,6,16,22,9
"2945",18,11,8,15,8
"2946",18,18,18,25,8
"2947",12,5,4,16,14
"2948",15,24,20,21,4
"2949",18,18,16,16,17
"2950",3,3,3,8,7
"2951",7,3,3,16,21
"2952",20,8,4,20,11
"2953",20,23,17,24,1
"2954",20,5,5,15,11
"2955",20,20,20,16,20
"2956",7,13,14,15,2
"2957",2,13,13,9,3
"2958",2,22,23,17,1
"2959",2,21,21,11,15
"2960",2,8,15,25,22
"2961",2,3,3,17,20
"2962",2,3,14,14,10
"2963",20,5,5,11,7
"2964",18,12,20,4,4
"2965",20,20,20,10,9
"2966",2,8,20,21,6
"2967",24,23,24,6,16
"2968",11,11,20,8,21
"2969",3,5,22,20,4
"2970",2,13,14,8,22
"2971",18,14,20,20,20
"2972",7,20,16,14,24
"2973",20,24,22,16,14
"2974",2,16,16,6,11
"2975",10,10,10,2,6
"2976",2,15,14,22,20
"2977",9,3,3,3,13
"2978",2,21,21,11,9
"2979",18,13,1,8,9
"2980",25,22,24,12,3
"2981",7,13,14,20,5
"2982",2,5,6,17,21
"2983",15,20,20,4,20
"2984",2,7,6,3,17
"2985",3,3,3,20,5
"2986",20,14,17,3,14
"2987",15,15,9,5,16
"2988",2,7,5,25,14
"2989",20,5,5,8,20
"2990",2,6,5,5,14
"2991",2,22,22,23,23
"2992",15,14,11,6,6
"2993",11,11,1,8,13
"2994",7,6,25,16,3
"2995",18,9,17,20,20
"2996",1,1,1,6,8
"2997",2,10,14,3,23
"2998",2,23,22,14,18
"2999",18,12,24,1,14
"3000",15,17,1,2,12
"3001",18,20,20,20,19
"3002",17,17,17,5,4
"3003",21,21,21,22,3
"3004",2,4,4,20,3
"3005",18,17,17,13,9
"3006",7,3,3,2,19
"3007",18,17,17,3,8
"3008",9,4,9,13,12
"3009",15,1,1,1,18
"3010",22,23,23,10,25
"3011",2,10,10,17,24
"3012",2,20,20,6,6
"3013",2,16,6,24,6
"3014",25,16,16,18,25
"3015",2,11,20,23,7
"3016",18,15,20,23,23
"3017",2,3,3,14,6
"3018",15,15,22,24,20
"3019",2,24,24,9,23
"3020",7,22,22,22,22
"3021",2,13,14,10,6
"3022",20,22,11,21,23
"3023",25,1,5,9,17
"3024",18,12,16,24,11
"3025",15,20,14,8,2
"3026",12,24,1,8,20
"3027",18,18,11,11,20
"3028",9,9,8,14,7
"3029",15,1,17,17,16
"3030",25,3,16,9,19
"3031",20,22,20,22,22
"3032",2,3,3,12,20
"3033",7,10,10,14,24
"3034",20,24,16,3,3
"3035",25,25,3,17,3
"3036",3,3,3,3,14
"3037",2,25,25,9,15
"3038",25,25,3,4,4
"3039",2,15,14,22,17
"3040",2,8,8,20,11
"3041",1,1,1,14,2
"3042",7,21,16,6,20
"3043",15,1,9,6,14
"3044",2,2,2,1,17
"3045",2,9,2,25,12
