"","assig.vecU","assig.vecC","assig.vecAr","assig.vecAm","assig.vecT"
"1052",4,16,4,2,6
"1053",18,21,16,23,19
"1054",20,6,3,24,10
"1055",18,16,20,12,6
"1056",2,8,8,20,7
"1057",15,8,5,2,25
"1058",2,23,16,4,6
"1059",20,14,20,15,5
"1060",3,3,3,3,8
"1061",2,13,14,9,3
"1062",7,6,16,18,9
"1063",20,8,9,3,22
"1064",18,8,9,17,8
"1065",2,8,8,2,8
"1066",2,20,20,3,17
"1067",2,7,7,20,3
"1068",18,14,14,11,23
"1069",2,13,13,23,4
"1070",2,1,8,23,4
"1071",10,10,16,24,21
"1072",2,22,20,3,10
"1073",2,22,22,9,22
"1074",20,6,6,5,11
"1075",2,2,6,17,25
"1076",2,6,7,22,7
"1077",18,3,3,22,24
"1078",2,8,14,3,1
"1079",9,9,8,17,10
"1080",2,11,14,10,9
"1081",18,3,6,16,10
"1082",2,20,20,16,23
"1083",2,1,1,25,11
"1084",7,24,20,4,20
"1085",2,23,14,5,15
"1086",2,2,25,4,12
"1087",2,1,1,1,16
"1088",9,13,6,25,20
"1089",7,20,20,23,25
"1090",7,6,14,15,4
"1091",20,7,6,3,4
"1092",3,3,3,21,3
"1093",2,16,6,5,16
"1094",3,23,3,16,20
"1095",2,9,9,20,10
"1096",3,3,3,14,10
"1097",9,14,14,19,21
"1098",21,10,10,2,17
"1099",18,19,20,20,8
"1100",2,16,16,11,24
"1101",2,3,6,14,3
"1102",18,11,8,3,3
"1103",1,1,1,3,23
"1104",9,9,9,1,12
"1105",18,12,8,17,14
"1106",9,4,3,11,22
"1107",2,14,14,8,17
"1108",25,3,5,11,9
"1109",3,3,3,8,5
"1110",2,2,16,4,23
"1111",15,17,8,2,3
"1112",3,5,5,19,3
"1113",2,25,16,20,3
"1114",18,4,16,15,7
"1115",7,8,21,2,8
"1116",7,16,16,21,14
"1117",2,3,3,15,3
"1118",3,3,3,10,6
"1119",2,16,21,12,23
"1120",2,20,23,13,17
"1121",2,21,3,6,8
"1122",18,17,11,3,8
"1123",18,20,17,18,11
"1124",2,8,4,8,14
"1125",2,25,25,18,24
"1126",25,10,3,2,19
"1127",2,5,16,12,21
"1128",11,11,11,20,9
"1129",9,19,15,3,8
"1130",18,20,20,25,3
"1131",2,5,4,20,3
"1132",3,3,3,21,13
"1133",3,3,20,2,5
"1134",20,4,6,21,9
"1135",11,11,17,1,24
"1136",18,8,8,14,14
"1137",9,11,9,25,21
"1138",7,15,14,1,9
"1139",2,20,20,19,14
"1140",2,4,16,9,8
"1141",2,16,16,17,8
"1142",2,3,3,8,6
"1143",11,7,4,24,22
"1144",2,4,4,6,14
"1145",4,4,4,6,3
"1146",2,1,1,23,23
"1147",2,5,8,17,3
"1148",18,22,6,17,21
"1149",15,8,17,9,9
"1150",20,20,20,5,5
"1151",2,23,20,17,22
"1152",18,22,20,8,8
"1153",12,1,9,18,3
"1154",4,4,10,7,11
"1155",18,16,16,20,1
"1156",20,20,20,3,3
"1157",2,2,16,15,8
"1158",2,2,3,6,17
"1159",7,23,16,6,21
"1160",2,23,22,8,13
"1161",21,16,16,11,9
"1162",2,10,3,6,5
"1163",20,3,20,3,3
"1164",2,3,23,11,13
"1165",2,9,21,8,8
"1166",18,18,18,19,1
"1167",2,20,20,17,3
"1168",2,16,14,20,3
"1169",9,9,8,6,5
"1170",2,15,6,6,15
"1171",15,9,9,6,15
"1172",7,5,5,12,12
"1173",15,8,17,4,16
"1174",20,20,20,15,3
"1175",2,3,3,12,19
"1176",9,8,8,2,9
"1177",9,9,1,8,21
"1178",2,15,15,11,6
"1179",2,6,10,14,8
"1180",7,24,23,1,23
"1181",2,22,14,14,21
"1182",2,3,14,21,3
"1183",15,9,9,6,23
"1184",2,3,4,6,24
"1185",9,8,1,21,7
"1186",2,14,23,3,4
"1187",18,12,24,11,9
"1188",7,24,14,20,8
"1189",2,21,21,20,8
"1190",2,25,25,3,5
"1191",2,13,8,3,8
"1192",18,24,20,3,17
"1193",20,17,20,17,17
"1194",20,20,20,3,18
"1195",2,2,9,21,21
"1196",7,3,23,3,3
"1197",18,6,6,4,7
"1198",2,23,23,10,8
"1199",9,10,9,3,9
"1200",5,5,23,4,3
"1201",2,10,3,5,1
"1202",9,1,3,20,25
"1203",4,4,3,5,6
"1204",21,3,3,4,14
"1205",7,24,23,15,3
"1206",2,3,3,16,7
"1207",7,20,22,1,21
"1208",1,1,1,20,8
"1209",2,10,3,7,14
"1210",2,14,10,16,15
"1211",18,3,17,24,3
"1212",2,3,3,14,3
"1213",2,6,6,4,24
"1214",2,3,16,10,15
"1215",7,6,6,11,9
"1216",2,9,9,8,24
"1217",2,22,20,1,9
"1218",2,8,12,2,24
"1219",18,9,9,9,23
"1220",2,16,16,16,8
"1221",18,19,19,5,10
"1222",15,11,18,20,4
"1223",20,20,20,18,8
"1224",7,13,5,22,7
"1225",18,15,16,3,21
"1226",14,23,22,24,17
"1227",2,6,4,17,17
"1228",21,4,4,3,24
"1229",18,8,24,14,4
"1230",12,17,17,18,14
"1231",3,3,16,25,16
"1232",2,16,16,16,14
"1233",3,3,3,19,16
"1234",18,20,20,16,12
"1235",18,8,8,16,6
"1236",2,9,1,21,7
"1237",2,3,3,2,8
"1238",10,10,25,6,20
"1239",18,18,8,10,12
"1240",2,2,2,4,24
"1241",20,17,20,22,3
"1242",18,1,20,11,4
"1243",18,8,24,17,2
"1244",3,3,3,21,10
"1245",7,16,16,11,5
"1246",20,4,5,24,8
"1247",18,9,9,20,9
"1248",20,22,5,17,22
"1249",7,6,6,22,6
"1250",18,8,5,21,9
"1251",18,18,9,16,20
"1252",15,19,17,9,21
"1253",3,10,14,12,10
"1254",2,14,3,11,8
"1255",7,16,16,22,17
"1256",18,22,22,7,24
"1257",2,16,16,11,24
"1258",9,3,3,25,16
"1259",2,14,14,24,1
"1260",2,3,3,19,22
"1261",2,12,9,15,25
"1262",1,1,3,1,11
"1263",18,3,8,23,17
"1264",7,6,16,20,23
"1265",20,1,1,20,15
"1266",2,22,4,3,18
"1267",20,5,23,1,25
"1268",20,20,20,9,22
"1269",1,1,1,6,6
"1270",2,3,3,7,4
"1271",2,2,2,23,18
"1272",18,1,8,24,14
"1273",2,3,4,23,25
"1274",15,24,9,5,17
"1275",2,21,16,22,6
"1276",18,4,9,16,11
"1277",2,23,23,11,22
"1278",18,24,20,13,22
"1279",2,3,3,16,4
"1280",9,11,3,20,7
"1281",20,6,6,18,23
"1282",2,2,3,16,4
"1283",15,14,20,11,1
"1284",20,20,20,20,8
"1285",7,10,10,20,14
"1286",2,11,8,3,23
"1287",2,15,5,1,1
"1288",2,3,3,24,8
"1289",18,9,14,8,8
"1290",20,20,20,3,16
"1291",2,23,22,9,6
"1292",2,17,17,14,3
"1293",2,10,10,22,20
"1294",7,10,3,23,10
"1295",18,19,11,9,23
"1296",12,8,8,20,3
"1297",15,15,14,1,10
"1298",18,3,3,20,3
"1299",18,20,20,25,3
"1300",12,12,15,23,16
"1301",9,4,8,5,3
"1302",2,14,21,20,9
"1303",2,25,25,9,4
"1304",15,17,17,13,5
"1305",7,16,16,4,21
"1306",2,14,14,14,8
"1307",2,2,21,18,10
"1308",2,3,3,5,15
"1309",18,20,20,14,16
"1310",18,14,22,22,24
"1311",17,8,1,10,4
"1312",2,3,4,15,9
"1313",7,10,4,14,2
"1314",2,3,3,1,12
"1315",18,6,6,17,22
"1316",2,4,3,24,13
"1317",15,9,24,7,10
"1318",20,3,6,6,1
"1319",2,21,21,7,3
"1320",2,20,20,10,5
"1321",12,1,17,4,3
"1322",2,2,2,4,16
"1323",20,3,20,23,2
"1324",15,19,19,23,20
"1325",2,3,3,3,10
"1326",3,3,3,5,15
"1327",2,14,14,21,5
"1328",2,5,9,20,8
"1329",2,2,2,4,8
"1330",15,17,17,3,11
"1331",3,3,3,21,8
"1332",3,3,3,6,20
"1333",9,8,11,23,4
"1334",2,11,20,10,4
"1335",2,2,2,14,9
"1336",2,2,2,6,11
"1337",16,16,14,5,24
"1338",20,22,22,4,15
"1339",2,3,3,11,2
"1340",18,4,1,4,2
"1341",2,20,20,8,23
"1342",2,2,8,20,22
"1343",18,1,1,16,7
"1344",21,15,21,3,14
"1345",12,8,9,7,5
"1346",15,17,20,9,6
"1347",9,6,1,24,8
"1348",2,23,24,5,8
"1349",18,23,23,20,12
"1350",15,5,5,5,2
"1351",18,6,16,6,4
"1352",9,6,14,3,3
"1353",18,16,16,25,3
"1354",2,13,24,3,21
"1355",18,24,24,20,1
"1356",3,3,3,1,19
"1357",2,7,16,4,13
"1358",3,5,5,17,25
"1359",15,15,1,22,11
"1360",18,11,14,17,4
"1361",12,17,17,3,2
"1362",2,22,22,23,8
"1363",7,4,4,4,1
"1364",9,1,9,14,20
"1365",15,15,20,23,22
"1366",2,8,8,7,2
"1367",9,8,3,16,5
"1368",2,14,20,2,2
"1369",18,14,20,24,22
"1370",9,11,11,20,3
"1371",2,3,3,14,3
"1372",20,20,20,16,4
"1373",12,19,11,13,12
"1374",20,20,21,4,18
"1375",2,14,14,12,13
"1376",17,8,17,15,4
"1377",21,6,3,19,15
"1378",2,3,3,3,5
"1379",18,17,8,18,23
"1380",18,18,16,18,22
"1381",10,8,10,6,5
"1382",20,14,20,16,1
"1383",1,1,3,20,6
"1384",7,10,6,3,3
"1385",4,8,6,21,14
"1386",2,4,3,13,11
"1387",10,10,3,4,8
"1388",9,9,9,4,6
"1389",18,10,16,9,24
"1390",3,3,3,15,15
"1391",9,9,9,3,16
"1392",7,20,20,9,23
"1393",2,9,21,18,20
"1394",2,7,14,25,24
"1395",2,14,14,3,25
"1396",7,24,23,3,22
"1397",18,8,8,8,6
"1398",11,11,17,9,17
"1399",2,20,20,2,24
"1400",2,10,3,23,25
"1401",9,9,9,21,8
"1402",21,15,14,3,1
"1403",2,11,20,14,10
"1404",18,17,24,5,12
"1405",9,15,15,16,8
"1406",2,2,6,8,22
"1407",11,11,20,3,17
"1408",2,13,20,7,3
"1409",7,14,4,22,19
"1410",4,4,4,2,14
"1411",20,23,23,5,21
"1412",2,9,6,25,6
"1413",18,17,24,9,12
"1414",20,22,20,3,20
"1415",2,4,10,21,8
"1416",2,3,3,5,4
"1417",2,3,3,20,3
"1418",21,14,7,20,11
"1419",2,2,2,15,1
"1420",2,11,8,6,7
"1421",21,22,16,20,20
"1422",18,24,17,20,14
"1423",7,6,6,3,8
"1424",2,3,3,21,2
"1425",17,17,17,15,21
"1426",2,4,22,9,14
"1427",18,17,17,21,3
"1428",20,20,20,9,4
"1429",11,4,11,16,10
"1430",2,11,11,3,9
"1431",2,3,4,6,15
"1432",7,3,3,10,20
"1433",7,21,16,23,11
"1434",2,4,6,12,23
"1435",18,10,3,3,4
"1436",2,20,20,21,14
"1437",18,9,9,22,3
"1438",20,8,8,16,2
"1439",7,20,20,6,22
"1440",7,16,20,23,21
"1441",2,24,22,17,8
"1442",18,16,4,5,16
"1443",2,14,15,3,9
"1444",2,7,2,8,9
"1445",2,14,22,8,3
"1446",18,16,22,3,2
"1447",18,4,3,3,5
"1448",2,10,10,22,14
"1449",2,25,25,14,8
"1450",15,17,17,11,17
"1451",12,9,9,22,24
"1452",7,13,10,11,22
"1453",2,22,3,13,15
"1454",9,9,9,20,2
"1455",2,25,16,4,3
"1456",2,6,4,22,12
"1457",2,9,9,17,16
"1458",7,10,14,13,25
"1459",4,4,3,20,9
"1460",10,10,10,8,9
"1461",18,9,9,3,8
"1462",3,4,3,3,1
"1463",20,8,8,15,24
"1464",15,9,9,7,21
"1465",18,4,21,5,24
"1466",11,11,24,6,8
"1467",18,12,24,22,4
"1468",18,24,20,16,9
"1469",21,13,24,6,3
"1470",2,3,3,22,18
"1471",18,11,5,22,9
"1472",2,13,8,24,14
"1473",9,9,8,14,11
"1474",18,23,8,16,8
"1475",12,9,8,1,10
"1476",18,9,9,16,18
"1477",2,13,13,14,25
"1478",2,22,3,11,25
"1479",2,7,8,23,17
"1480",3,3,3,17,2
"1481",15,24,20,4,25
"1482",7,4,14,11,3
"1483",21,14,14,11,8
"1484",2,11,11,17,13
"1485",20,15,20,14,4
"1486",7,6,16,2,14
"1487",2,6,16,5,24
"1488",20,17,20,4,5
"1489",21,6,4,2,8
"1490",15,1,1,4,17
"1491",7,6,6,9,22
"1492",2,5,2,9,3
"1493",2,1,17,11,1
"1494",2,3,3,16,1
"1495",3,3,3,5,14
"1496",7,22,14,11,21
"1497",15,17,17,16,9
"1498",18,3,17,21,9
"1499",21,3,3,8,23
"1500",4,4,4,8,24
"1501",24,24,22,11,8
"1502",1,1,5,25,21
"1503",7,5,5,9,22
"1504",2,1,17,21,14
"1505",18,7,6,22,6
"1506",15,17,17,22,21
"1507",15,11,11,22,23
"1508",18,15,9,3,9
"1509",7,14,20,1,7
"1510",3,3,3,24,2
"1511",2,5,15,4,15
"1512",3,3,3,7,12
"1513",3,3,3,3,8
"1514",2,14,14,15,9
"1515",15,24,24,18,11
"1516",20,11,20,9,23
"1517",7,4,4,3,14
"1518",2,3,3,10,20
"1519",18,10,8,7,16
"1520",2,20,23,6,17
"1521",15,17,9,22,8
"1522",2,6,3,16,8
"1523",2,7,2,4,23
"1524",2,2,16,6,3
"1525",7,24,14,18,10
"1526",7,24,23,10,4
"1527",3,3,3,6,5
"1528",7,20,15,10,15
"1529",2,20,24,3,22
"1530",18,15,14,11,3
"1531",20,20,20,6,3
"1532",2,20,21,4,9
"1533",9,3,11,1,20
"1534",2,1,5,2,23
"1535",21,21,16,22,3
"1536",2,3,3,21,22
"1537",9,8,3,6,22
"1538",3,8,3,22,7
"1539",3,13,8,4,14
"1540",15,20,20,10,2
"1541",1,1,1,20,9
"1542",11,8,15,18,20
"1543",2,7,4,22,8
"1544",2,20,4,20,2
"1545",18,7,17,2,14
"1546",12,9,9,2,22
"1547",15,8,8,3,14
"1548",2,13,22,18,8
"1549",15,9,9,25,9
"1550",7,20,20,7,20
"1551",7,6,6,14,19
"1552",25,21,22,24,17
"1553",9,3,3,16,20
"1554",2,16,4,19,24
"1555",2,15,6,10,8
"1556",2,14,15,4,6
"1557",9,6,6,12,17
"1558",15,1,1,6,10
"1559",2,4,4,22,3
"1560",9,8,20,24,23
"1561",2,2,2,14,18
"1562",18,8,20,9,3
"1563",15,1,1,16,4
"1564",17,1,1,24,18
"1565",11,1,1,9,8
"1566",18,17,20,9,3
"1567",22,22,16,23,2
"1568",12,12,1,20,3
"1569",2,10,10,6,1
"1570",9,14,8,21,8
"1571",18,8,3,12,14
"1572",12,17,18,20,1
"1573",20,1,20,20,3
"1574",2,7,7,1,3
"1575",9,14,8,15,8
"1576",2,3,3,15,2
"1577",2,16,16,8,10
"1578",18,18,9,1,14
"1579",18,14,22,1,22
"1580",7,13,14,2,16
"1581",18,4,4,3,3
"1582",9,24,11,11,3
"1583",2,16,3,22,13
"1584",9,12,11,5,10
"1585",2,3,16,14,5
"1586",2,23,23,1,13
"1587",20,20,20,25,4
"1588",7,16,16,25,22
"1589",18,16,16,21,16
"1590",18,6,14,18,6
"1591",7,5,24,16,5
"1592",2,12,4,5,10
"1593",20,1,3,20,3
"1594",2,25,3,8,15
"1595",18,19,8,2,24
"1596",1,1,14,3,4
"1597",18,24,20,8,3
"1598",21,6,13,8,1
"1599",7,6,3,22,3
"1600",7,14,20,3,8
"1601",20,20,20,20,25
"1602",15,13,22,14,14
"1603",18,9,10,9,14
"1604",9,9,4,20,25
"1605",21,21,22,22,22
"1606",2,13,13,14,13
"1607",9,14,14,16,3
"1608",1,1,3,8,3
"1609",10,10,10,8,16
"1610",18,3,3,11,5
"1611",2,8,8,5,19
"1612",2,2,2,3,11
"1613",18,18,17,8,1
"1614",15,13,20,11,24
"1615",2,10,10,2,4
"1616",2,8,8,12,23
"1617",10,10,3,13,25
"1618",2,20,20,19,10
"1619",18,5,8,1,4
"1620",2,22,13,3,17
"1621",18,17,17,16,24
"1622",7,23,22,6,14
"1623",21,24,22,20,14
"1624",10,10,3,17,20
"1625",18,15,17,16,9
"1626",9,6,8,24,9
"1627",2,11,20,9,23
"1628",18,4,4,3,8
"1629",4,6,3,9,15
"1630",7,15,20,23,3
"1631",2,3,3,6,22
"1632",2,8,8,4,18
"1633",7,21,16,20,8
"1634",2,2,2,14,24
"1635",1,1,1,12,22
"1636",18,5,5,4,7
"1637",2,10,6,24,3
"1638",1,1,1,17,21
"1639",18,20,20,6,24
"1640",2,2,4,16,9
"1641",11,4,4,17,16
"1642",18,22,14,17,23
"1643",9,24,14,16,8
"1644",18,19,18,24,3
"1645",1,5,5,6,16
"1646",3,3,3,20,3
"1647",18,1,5,21,24
"1648",18,16,20,20,16
"1649",2,16,16,6,1
"1650",2,2,16,16,17
"1651",12,8,1,22,10
"1652",3,3,3,9,9
"1653",4,4,4,1,12
"1654",15,24,24,1,3
"1655",11,17,24,21,3
"1656",2,3,3,16,23
"1657",2,7,16,1,4
"1658",20,17,20,5,8
"1659",7,16,14,11,14
"1660",9,4,21,1,8
"1661",12,1,1,21,21
"1662",17,17,17,14,9
"1663",18,17,15,14,24
"1664",20,22,14,20,23
"1665",2,7,16,13,17
"1666",7,16,16,22,17
"1667",2,6,6,21,6
"1668",18,20,20,6,8
"1669",18,23,24,12,22
"1670",9,11,17,22,9
"1671",18,1,1,20,4
"1672",2,4,4,15,23
"1673",18,25,17,10,3
"1674",1,1,1,5,3
"1675",15,1,1,16,25
"1676",21,8,22,20,3
"1677",7,22,4,20,16
"1678",2,9,9,19,17
"1679",18,8,20,24,17
"1680",10,10,10,20,6
"1681",7,24,22,22,21
"1682",7,5,16,13,18
"1683",18,3,3,6,21
"1684",2,6,4,17,8
"1685",18,8,14,8,18
"1686",2,14,22,15,16
"1687",3,3,3,16,2
"1688",2,6,6,21,6
"1689",3,3,3,21,20
"1690",18,3,20,24,3
"1691",15,17,9,14,20
"1692",9,9,9,6,14
"1693",7,16,6,17,22
"1694",2,3,22,17,9
"1695",9,3,9,9,17
"1696",20,23,14,20,5
"1697",2,21,14,9,2
"1698",2,23,22,20,20
"1699",7,20,20,5,23
"1700",2,20,20,4,16
"1701",20,20,4,16,24
"1702",2,8,20,4,15
"1703",2,7,21,6,16
"1704",18,18,9,6,9
"1705",2,8,4,8,19
"1706",15,24,20,20,23
"1707",18,9,9,4,9
"1708",2,25,16,7,10
"1709",2,11,20,16,6
"1710",18,8,16,14,1
"1711",21,21,14,18,22
"1712",2,6,6,3,25
"1713",2,1,1,23,23
"1714",18,6,6,8,22
"1715",18,18,17,22,7
"1716",2,24,22,22,6
"1717",2,5,23,1,17
"1718",2,5,5,9,14
"1719",2,25,25,13,21
"1720",18,6,16,2,6
"1721",7,3,4,17,20
"1722",7,16,16,14,25
"1723",7,22,22,10,17
"1724",7,3,3,8,10
"1725",18,11,16,25,3
"1726",2,20,23,20,13
"1727",2,16,3,3,20
"1728",25,25,9,3,20
"1729",2,25,25,9,11
"1730",2,3,3,20,14
"1731",3,3,3,3,13
"1732",2,14,10,6,17
"1733",2,3,22,11,16
"1734",9,9,9,3,3
"1735",2,4,2,17,24
"1736",9,13,15,15,8
"1737",9,22,4,20,23
"1738",1,1,3,24,24
"1739",2,22,22,16,14
"1740",12,17,1,22,19
"1741",2,5,4,15,5
"1742",2,12,9,24,23
"1743",21,21,21,22,14
"1744",18,23,14,14,4
"1745",2,10,16,3,14
"1746",15,5,17,7,4
"1747",18,19,15,12,2
"1748",2,16,7,3,7
"1749",2,10,2,20,7
"1750",2,8,9,20,15
"1751",2,2,4,11,8
"1752",7,14,14,4,24
"1753",7,5,8,24,9
"1754",21,22,25,18,20
"1755",12,1,1,18,16
"1756",18,16,16,9,7
"1757",20,16,16,16,22
"1758",20,24,20,9,19
"1759",20,20,8,17,5
"1760",2,7,7,14,20
"1761",7,4,21,9,20
"1762",2,22,22,17,22
"1763",15,24,24,21,3
"1764",18,23,14,1,9
"1765",2,5,5,3,6
"1766",18,12,8,3,3
"1767",18,17,20,4,15
"1768",15,9,9,8,4
"1769",20,17,20,11,1
"1770",2,21,6,1,2
"1771",18,22,14,6,1
"1772",21,21,9,1,8
"1773",3,3,3,13,19
"1774",2,3,4,13,6
"1775",2,7,6,4,3
"1776",9,9,9,13,20
"1777",18,12,11,20,23
"1778",2,22,20,12,3
"1779",18,9,9,24,20
"1780",16,16,16,7,24
"1781",2,24,14,21,19
"1782",18,19,20,20,14
"1783",2,20,22,16,11
"1784",16,16,16,18,24
"1785",20,16,15,3,11
"1786",2,6,7,14,21
"1787",20,20,20,4,23
"1788",21,21,21,6,3
"1789",9,9,3,18,4
"1790",2,15,20,24,6
"1791",18,9,9,1,20
"1792",10,10,3,16,14
"1793",2,16,16,8,16
"1794",2,10,10,2,1
"1795",21,14,14,13,3
"1796",9,8,8,22,1
"1797",20,14,14,8,8
"1798",7,23,13,20,3
"1799",15,17,17,11,3
"1800",2,3,4,24,22
"1801",7,14,14,13,6
"1802",2,16,16,3,22
"1803",7,4,3,3,11
"1804",7,16,23,6,3
"1805",2,3,3,23,3
"1806",2,5,5,20,1
"1807",18,12,9,24,8
"1808",20,22,20,1,3
"1809",20,20,20,9,6
"1810",10,3,3,8,17
"1811",2,16,16,8,8
"1812",7,13,8,22,4
"1813",20,13,19,16,2
"1814",21,21,21,5,3
"1815",3,3,3,21,4
"1816",2,23,20,6,22
"1817",9,4,8,22,11
"1818",3,3,3,15,4
"1819",9,19,24,21,25
"1820",16,23,14,6,25
"1821",2,21,3,13,15
"1822",20,14,20,14,16
"1823",2,19,20,5,22
"1824",10,10,10,3,10
"1825",18,18,9,12,3
"1826",15,5,20,23,24
"1827",20,11,20,4,22
"1828",7,20,5,5,14
"1829",2,4,4,8,3
"1830",2,2,2,19,2
"1831",18,16,16,9,21
"1832",2,4,4,20,3
"1833",2,10,16,21,3
"1834",3,3,3,3,8
"1835",2,2,2,2,9
"1836",12,12,8,3,17
"1837",2,3,3,16,22
"1838",2,22,20,4,4
"1839",2,20,20,22,23
"1840",15,15,5,3,20
"1841",2,10,10,1,8
"1842",21,14,14,4,16
"1843",7,7,6,1,4
"1844",2,6,6,13,6
"1845",2,10,3,20,6
"1846",2,20,3,5,12
"1847",2,2,2,16,10
"1848",4,7,6,25,7
"1849",2,3,8,6,9
"1850",25,16,3,22,3
"1851",18,9,9,11,24
"1852",4,4,5,1,3
"1853",2,5,5,11,21
"1854",7,22,20,9,3
"1855",20,1,20,1,16
"1856",7,7,16,16,6
"1857",2,16,16,13,20
"1858",7,16,16,2,22
"1859",2,5,6,3,17
"1860",2,25,21,14,7
"1861",18,22,17,9,20
"1862",18,21,16,22,4
"1863",18,22,20,23,9
"1864",2,5,5,11,22
"1865",2,20,20,14,23
"1866",2,14,14,22,15
"1867",2,25,15,14,1
"1868",2,5,15,20,10
"1869",9,3,3,3,3
"1870",25,14,14,16,25
"1871",22,22,14,3,20
"1872",18,4,4,3,14
"1873",18,8,9,4,14
"1874",2,25,7,5,15
"1875",2,2,2,3,20
"1876",2,15,15,20,4
"1877",2,16,21,23,3
"1878",3,3,3,10,21
"1879",2,4,4,23,20
"1880",18,4,9,4,11
"1881",18,3,3,17,18
"1882",2,2,6,24,20
"1883",25,25,21,3,17
"1884",7,20,20,3,2
"1885",7,10,10,24,1
"1886",9,3,2,1,5
"1887",7,6,6,23,16
"1888",15,9,9,1,15
"1889",15,1,9,20,10
"1890",18,24,24,6,16
"1891",9,11,20,20,16
"1892",2,3,3,14,10
"1893",11,14,3,2,22
"1894",18,23,14,15,20
"1895",3,3,3,11,20
"1896",1,1,3,3,22
"1897",9,9,9,9,17
"1898",2,7,4,14,1
"1899",7,7,16,16,8
"1900",2,7,16,23,2
"1901",4,4,4,14,12
"1902",15,17,8,16,21
"1903",9,14,14,14,8
"1904",9,8,8,20,3
"1905",25,25,3,8,4
"1906",25,21,21,14,8
"1907",7,6,16,19,13
"1908",2,14,22,1,23
"1909",3,3,1,6,4
"1910",2,22,15,5,3
"1911",2,14,14,7,3
"1912",3,3,3,18,14
"1913",18,14,20,8,9
"1914",2,20,22,21,9
"1915",20,20,20,2,16
"1916",3,3,3,6,23
"1917",18,22,24,15,9
"1918",20,20,20,9,16
"1919",2,14,20,16,15
"1920",3,3,3,15,25
"1921",18,9,9,6,20
"1922",21,21,22,17,1
"1923",2,22,10,20,16
"1924",12,12,9,15,10
"1925",20,20,20,23,10
"1926",18,7,16,3,14
"1927",2,3,3,3,2
"1928",18,18,17,6,3
"1929",2,5,5,8,3
"1930",20,11,17,7,16
"1931",17,17,17,6,10
"1932",9,14,14,8,22
"1933",2,20,23,14,4
"1934",10,4,3,9,9
"1935",7,21,21,20,1
"1936",7,20,23,22,8
"1937",4,4,3,4,8
"1938",7,22,22,23,5
"1939",20,14,14,17,15
"1940",2,25,6,15,7
"1941",7,8,19,14,7
"1942",20,22,20,9,24
"1943",7,22,24,12,21
"1944",10,10,3,8,6
"1945",12,12,17,4,8
"1946",3,6,3,8,8
"1947",2,24,14,20,9
"1948",2,2,16,1,24
"1949",2,16,4,23,5
"1950",9,6,14,16,14
"1951",2,5,14,6,2
"1952",2,3,3,3,1
"1953",9,6,9,12,4
"1954",2,14,20,6,14
"1955",18,22,20,10,6
"1956",2,5,16,3,9
"1957",2,4,3,1,14
"1958",10,10,10,20,15
"1959",2,13,14,10,3
"1960",20,10,20,24,20
"1961",18,13,13,23,7
"1962",7,22,22,20,8
"1963",2,10,1,16,3
"1964",21,23,23,11,9
"1965",7,20,22,10,25
"1966",7,24,14,10,13
"1967",2,10,10,20,3
"1968",15,15,12,16,23
"1969",7,20,20,24,4
"1970",21,16,16,3,17
"1971",18,20,20,16,12
"1972",2,2,4,14,21
"1973",2,10,14,6,9
"1974",10,10,10,15,6
"1975",21,21,21,11,5
"1976",18,3,8,8,20
"1977",18,9,8,7,3
"1978",14,23,8,17,22
"1979",17,1,1,8,16
"1980",2,16,16,19,4
"1981",2,4,4,18,6
"1982",21,14,3,17,1
"1983",2,8,8,4,3
"1984",9,12,9,8,20
"1985",2,5,10,20,3
"1986",2,25,21,3,8
"1987",2,9,2,8,13
"1988",9,8,3,6,16
"1989",7,15,16,16,19
"1990",9,12,3,18,16
"1991",7,16,16,22,1
"1992",7,14,14,13,8
"1993",7,15,15,16,16
"1994",20,22,20,24,17
"1995",1,1,3,6,9
"1996",9,3,3,3,11
"1997",25,16,20,24,18
"1998",2,21,6,16,16
"1999",2,9,1,16,8
"2000",7,15,15,1,8
"2001",15,11,24,16,14
"2002",3,3,3,3,5
"2003",2,8,5,15,2
"2004",15,11,12,17,9
"2005",3,3,3,25,1
"2006",7,6,4,2,22
"2007",7,21,3,3,14
"2008",2,25,7,23,13
"2009",15,17,17,4,25
"2010",2,13,6,8,23
"2011",12,12,12,2,9
"2012",21,22,20,14,3
"2013",1,1,1,24,8
"2014",2,1,1,8,4
"2015",9,15,9,23,6
"2016",2,3,3,16,19
"2017",25,25,21,3,15
"2018",2,9,21,9,14
"2019",17,17,20,3,20
"2020",18,17,8,24,20
"2021",20,20,20,2,17
"2022",18,8,8,2,24
"2023",2,14,13,11,15
"2024",3,3,3,14,21
"2025",2,24,10,5,2
"2026",20,23,23,17,9
"2027",2,4,5,11,23
"2028",18,19,20,2,3
"2029",15,17,17,6,22
"2030",2,2,1,2,14
"2031",18,16,16,1,24
"2032",2,3,3,17,2
"2033",18,11,8,17,3
"2034",18,5,8,24,9
"2035",2,5,8,22,3
"2036",7,22,20,12,25
"2037",2,22,14,6,9
"2038",20,14,20,15,4
"2039",3,3,3,15,17
"2040",18,19,20,22,20
"2041",18,15,8,9,1
"2042",7,20,20,1,9
"2043",18,23,23,3,22
"2044",20,7,6,20,14
"2045",18,17,20,22,22
"2046",2,7,2,24,23
"2047",2,12,8,20,8
"2048",15,9,11,2,9
